Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize
975,2021-08-07,7,8,9,17,22,24,5,,5,1,3,3,3,1,2,0,0,9,2440410375,61,60010092,2828,1294419,135604,50000,2212347,5000
974,2021-07-31,1,2,11,16,39,44,32,,4,2,3,3,2,2,0,1,1,17,1317034523,66,56539361,2636,1415629,129473,50000,2149319,5000
973,2021-07-24,22,26,31,37,41,42,24,37,1,5,3,3,0,0,2,2,2,8,2912742750,42,92468024,2257,1720717,117757,50000,2003966,5000
972,2021-07-17,3,6,17,23,37,39,26,"6,17",3,3,5,1,2,1,1,2,0,20,1124886244,80,46870261,2570,1458997,126989,50000,2122398,5000
971,2021-07-10,2,6,17,18,21,26,7,21,5,1,2,4,2,2,2,0,0,6,3725880250,62,60094843,2685,1387665,131409,50000,2171694,5000
970,2021-07-03,9,11,16,21,28,36,5,9,4,2,3,3,1,2,2,1,0,14,1611544045,87,43221488,2479,1516850,124923,50000,2061176,5000
969,2021-06-26,3,9,10,29,40,45,7,,3,3,4,2,3,0,1,1,1,20,1149427894,56,68418328,2633,1455157,133079,50000,2211803,5000
968,2021-06-19,2,5,12,14,24,39,33,,4,2,2,4,2,2,1,1,0,13,1667729683,97,37251694,3116,1159633,148150,50000,2329460,5000
967,2021-06-12,1,6,13,37,38,40,9,"1,37",3,3,3,3,2,1,0,3,0,4,5809776094,69,56133103,2475,1564923,121200,50000,2042462,5000
966,2021-06-05,1,21,25,29,34,37,36,"25,29",2,4,5,1,1,0,3,2,0,10,2411303513,50,80376784,2352,1708691,115370,50000,1980202,5000
965,2021-05-29,2,13,25,28,29,36,34,36,2,4,3,3,1,1,3,1,0,7,3403348929,46,86316821,2389,1662024,122129,50000,2043257,5000
964,2021-05-22,6,21,36,38,39,43,30,6,2,4,3,3,1,0,1,3,1,10,2345861063,52,75187855,2447,1597781,123780,50000,2061560,5000
963,2021-05-15,6,12,19,23,34,42,35,34,3,3,2,4,1,2,1,1,1,15,1476478125,68,54282285,3137,1176665,141987,50000,2219439,5000
962,2021-05-08,1,18,28,31,34,43,40,31,2,4,3,3,1,1,1,2,1,12,1940906094,73,53175510,2581,1503996,126528,50000,2119457,5000
961,2021-05-01,11,20,29,31,33,42,43,,2,4,4,2,0,2,1,2,1,9,2575231209,73,52915710,2716,1422256,133764,50000,2197136,5000
960,2021-04-24,2,18,24,30,32,45,14,24,2,4,1,5,1,1,2,1,1,10,2401133213,56,71462298,2569,1557762,129546,50000,2180006,5000
959,2021-04-17,1,14,15,24,40,41,35,,3,3,3,3,1,2,1,1,1,8,3015312891,75,53605563,2502,1606882,123802,50000,2072896,5000
958,2021-04-10,2,9,10,16,35,37,1,35,4,2,3,3,3,1,0,2,0,15,1596119675,67,59556705,2470,1615506,131097,50000,2168146,5000
957,2021-04-03,4,15,24,35,36,40,1,,2,4,2,4,1,1,1,3,0,11,2126634137,61,63915234,2835,1375249,129545,50000,2131893,5000
956,2021-03-27,10,11,20,21,25,41,40,,4,2,4,2,1,2,2,0,1,11,2022982671,136,27270600,3053,1214806,144650,50000,2325943,5000
955,2021-03-20,4,9,23,26,29,33,8,"9,26",2,4,4,2,2,0,3,1,0,12,2023170188,71,56990710,2650,1526921,130744,50000,2196889,5000
954,2021-03-13,1,9,26,28,30,41,32,9,2,4,3,3,2,0,3,0,1,10,2478795900,64,64551977,2657,1554884,132057,50000,2214839,5000
953,2021-03-06,7,9,22,27,37,42,34,22,3,3,4,2,2,0,2,1,1,14,1640636009,102,37530890,3273,1169616,146120,50000,2331848,5000
952,2021-02-27,4,12,22,24,33,41,38,12,3,3,2,4,1,1,2,1,1,9,2713699834,93,43769353,3039,1339438,141776,50000,2304925,5000
951,2021-02-20,2,12,30,31,39,43,38,,2,4,3,3,1,1,1,2,1,14,1747552661,72,56633652,2907,1402692,142335,50000,2346154,5000
950,2021-02-13,3,4,15,22,28,40,10,40,4,2,2,4,2,1,2,1,0,8,3281920500,67,65311851,2886,1516249,146270,50000,2422941,5000
949,2021-02-06,14,21,35,36,40,44,30,,2,4,2,4,0,1,1,3,1,10,2458569713,65,63040250,2594,1579652,130363,50000,2192075,5000
948,2021-01-30,13,18,30,31,38,41,5,,2,4,3,3,0,2,1,2,1,11,2188548716,90,44581548,2905,1381184,137929,50000,2252913,5000
947,2021-01-23,3,8,17,20,27,35,26,,4,2,4,2,2,2,1,1,0,18,1275855750,58,65992539,3182,1202881,146908,50000,2351804,5000
946,2021-01-16,9,18,19,30,34,40,20,"9,30",3,3,2,4,1,2,1,2,0,11,2157656182,71,55714127,2949,1341371,138433,50000,2224563,5000
945,2021-01-09,9,10,15,30,33,37,26,33,3,3,4,2,2,1,1,2,0,13,1765554491,71,53878424,2490,1536293,124224,50000,2120882,5000
944,2021-01-02,2,13,16,19,32,33,42,13,4,2,3,3,1,3,0,2,0,13,1961836356,79,53805639,3057,1390464,147665,50000,2440455,5000
943,2020-12-26,1,8,13,36,44,45,39,,3,3,3,3,2,1,0,1,2,7,3435045108,74,54156117,2722,1472283,135763,50000,2238429,5000
942,2020-12-19,10,12,18,35,42,43,39,12,3,3,2,4,1,2,0,1,2,6,3761680313,52,72340007,2473,1521101,120907,50000,2045438,5000
941,2020-12-12,12,14,25,27,39,40,35,,2,4,3,3,0,2,2,2,0,16,1347297422,87,41296473,3275,1097037,145544,50000,2282851,5000
940,2020-12-05,3,15,20,22,24,41,11,,4,2,3,3,1,2,2,0,1,8,2846071079,51,74407088,2329,1629353,123292,50000,2087480,5000
939,2020-11-28,4,11,28,39,42,45,6,4,2,4,3,3,1,1,1,1,2,13,1708363039,67,55245571,2682,1380110,128408,50000,2127595,5000
938,2020-11-21,4,8,10,16,31,36,9,10,4,2,1,5,3,1,0,2,0,10,2249466563,64,58579859,2531,1481277,124971,50000,2096955,5000
937,2020-11-14,2,10,13,22,29,40,26,"13,29",4,2,2,4,2,1,2,1,0,11,2058420819,57,66206518,2480,1521683,124141,50000,2092601,5000
936,2020-11-07,7,11,13,17,18,29,43,,5,1,5,1,1,4,1,0,0,14,1492069179,77,45214218,2864,1215606,140160,50000,2252623,5000
935,2020-10-31,4,10,20,32,38,44,18,,3,3,0,6,2,1,0,2,1,13,1711055424,120,30894057,2933,1263992,134376,50000,2118071,5000
934,2020-10-24,1,3,30,33,36,39,12,36,2,4,4,2,2,0,1,3,0,4,5765772844,66,58240130,2359,1629440,116726,50000,1985417,5000
933,2020-10-17,23,27,29,31,36,45,37,36,0,6,5,1,0,0,3,2,1,8,2927797079,63,61963960,2215,1762407,114043,50000,1962088,5000
932,2020-10-10,1,6,15,36,37,38,5,15,3,3,3,3,2,1,0,3,0,7,3390022983,64,61797294,2420,1634309,120969,50000,2067196,5000
931,2020-10-03,14,15,23,25,35,43,32,25,2,4,5,1,0,2,2,1,1,8,2957108063,54,73015014,2596,1518803,121943,50000,2041653,5000
930,2020-09-26,8,21,25,38,39,44,28,,2,4,3,3,1,0,2,2,1,8,2832418829,55,68664699,2776,1360432,128480,50000,2124548,5000
929,2020-09-19,7,9,12,15,19,23,4,,5,1,5,1,2,3,1,0,0,16,1308035157,91,38330701,3028,1151947,140880,50000,2244712,5000
928,2020-09-12,3,4,10,20,28,44,30,4,4,2,1,5,3,1,1,0,1,7,3134591358,81,45148436,2639,1385761,121873,50000,2011931,5000
927,2020-09-05,4,15,22,38,41,43,26,,3,3,3,3,1,1,1,1,2,6,3714203875,63,58955618,2331,1593396,118446,50000,1979589,5000
926,2020-08-29,10,16,18,20,25,31,6,,4,2,2,4,1,3,1,1,0,10,2032490663,72,47048395,2923,1158907,133167,50000,2085580,5000
925,2020-08-22,13,24,32,34,39,42,4,"34,42",1,5,2,4,0,1,1,3,1,12,1771080532,68,52090604,2335,1516986,117863,50000,1944019,5000
924,2020-08-15,3,11,34,42,43,44,13,3,2,4,3,3,1,1,0,1,3,9,2382430667,69,51791972,2198,1625863,113214,50000,1920852,5000
923,2020-08-08,3,17,18,23,36,41,26,17,3,3,4,2,1,2,1,1,1,8,2667554625,56,63513206,2376,1496945,115877,50000,1937187,5000
922,2020-08-01,2,6,13,17,27,43,36,,4,2,4,2,2,2,1,0,1,6,3417904500,89,38403422,2876,1188423,136052,50000,2097501,5000
921,2020-07-25,5,7,12,22,28,41,1,,4,2,3,3,2,1,2,0,1,17,1232573405,72,48504047,2682,1302123,129993,50000,2101238,5000
920,2020-07-18,2,3,26,33,34,43,29,,2,4,3,3,2,0,1,2,1,7,3120260197,53,68684973,2348,1550385,117181,50000,1984222,5000
919,2020-07-11,9,14,17,18,42,44,35,,4,2,2,4,1,3,0,0,2,5,4305150450,56,64064739,2541,1411896,122864,50000,2052965,5000
918,2020-07-04,7,11,12,31,33,38,5,,3,3,4,2,1,2,0,3,0,18,1117622646,86,38986837,2718,1233580,137216,50000,2183337,5000
917,2020-06-27,1,3,23,24,27,43,34,,2,4,5,1,2,0,3,0,1,10,2144799638,47,76056725,2260,1581711,117542,50000,2000201,5000
916,2020-06-20,6,21,22,32,35,36,17,"6,22",3,3,2,4,1,0,2,3,0,11,2025384341,70,53045781,2184,1700186,111426,50000,1857917,5000
915,2020-06-13,2,6,11,13,22,37,14,,5,1,3,3,2,2,1,1,0,6,3518640500,63,55851437,2436,1444434,119025,50000,1966167,5000
914,2020-06-06,16,19,24,33,42,44,27,16,2,4,2,4,0,2,1,1,2,11,1950005557,55,65000186,2585,1382983,122904,50000,2006794,5000
913,2020-05-30,6,14,16,21,27,37,40,21,4,2,3,3,1,2,2,1,0,16,1338755602,66,54091136,2467,1447108,122530,50000,1996371,5000
912,2020-05-23,5,8,18,21,22,38,10,5,5,1,2,4,2,1,2,1,0,14,1493500581,70,49783353,2547,1368212,125332,50000,2030860,5000
911,2020-05-16,4,5,12,14,32,42,35,,4,2,1,5,2,2,0,1,1,10,2113538625,58,60733869,2571,1370115,123236,50000,2064778,5000
910,2020-05-09,1,11,17,27,35,39,31,35,3,3,6,0,1,2,1,2,0,21,941316375,72,45758435,2694,1222943,128516,50000,2074354,5000
909,2020-05-02,7,24,29,30,34,35,33,,1,5,3,3,1,0,3,2,0,11,2021062875,63,58814000,2316,1599863,111558,50000,1910295,5000
908,2020-04-25,3,16,21,22,23,44,30,"21,44",4,2,3,3,1,1,3,0,1,8,2834856141,57,66312425,2161,1749102,108610,50000,1858567,5000
907,2020-04-18,21,27,29,38,40,44,37,,1,5,3,3,0,0,3,2,1,7,3165059036,67,55112969,2300,1605465,112189,50000,1903128,5000
906,2020-04-11,2,5,14,28,31,32,20,,3,3,2,4,2,1,1,2,0,9,2472607250,63,58871602,2369,1565602,117171,50000,1988860,5000
905,2020-04-04,3,4,16,27,38,40,20,,3,3,2,4,2,1,1,2,0,7,3017862536,77,45725190,2643,1332138,129133,50000,2111090,5000
904,2020-03-28,2,6,8,26,43,45,11,2,3,3,2,4,3,0,1,0,2,8,2718077813,92,39392433,2337,1550751,115626,50000,1938996,5000
903,2020-03-21,2,15,16,21,22,28,45,,5,1,2,4,1,2,3,0,0,13,1684582212,49,74488330,2316,1575963,111981,50000,1902821,5000
902,2020-03-14,7,19,23,24,36,39,30,23,2,4,4,2,1,1,2,2,0,13,1619317529,67,52365990,2372,1479141,119126,50000,1945304,5000
901,2020-03-07,5,18,20,23,30,34,21,18,3,3,2,4,1,2,2,1,0,9,2267974667,67,50775553,2308,1473987,114451,50000,1890747,5000
900,2020-02-29,7,13,16,18,35,38,14,,4,2,3,3,1,3,0,2,0,6,3349851375,51,65683361,2385,1404550,113132,50000,1872855,5000
899,2020-02-22,8,19,20,21,33,39,37,21,4,2,4,2,1,2,1,2,0,6,3359356063,53,63384077,2402,1398567,121900,50000,1993765,5000
898,2020-02-15,18,21,28,35,37,42,17,,2,4,3,3,0,1,2,2,1,8,2639313235,56,62840792,3240,1086138,137051,50000,2005739,5000
897,2020-02-08,6,7,12,22,26,36,29,"12,26",4,2,1,5,2,1,2,1,0,13,1619922520,62,56610196,2398,1463650,121076,50000,1996656,5000
896,2020-02-01,5,12,25,26,38,45,23,"26,38",2,4,3,3,1,1,2,1,1,7,3053222036,46,77436791,2586,1377453,128068,50000,2066172,5000
895,2020-01-25,16,26,31,38,39,41,23,41,1,5,3,3,0,1,1,3,1,12,1928079219,58,66485491,2750,1402240,134059,50000,2185782,5000
894,2020-01-18,19,32,37,40,41,43,45,41,1,5,4,2,0,1,0,3,2,9,2377935959,56,63694714,2331,1530204,116749,50000,1971982,5000
893,2020-01-11,1,15,17,23,25,41,10,17,3,3,6,0,1,2,2,0,1,9,2377433625,58,61485353,2113,1687720,116062,50000,1899696,5000
892,2020-01-04,4,9,17,18,26,42,36,9,4,2,2,4,2,2,1,0,1,17,1282017464,78,46569011,2709,1340858,134155,50000,2155749,5000
891,2019-12-28,9,13,28,31,39,41,19,,2,4,5,1,1,1,1,2,1,7,3082673947,77,46707182,2443,1472147,122132,50000,1998623,5000
890,2019-12-21,1,4,14,18,29,37,6,29,4,2,3,3,2,2,1,1,0,9,2335486167,58,60400505,2376,1474424,114859,50000,1915593,5000
889,2019-12-14,3,13,29,38,39,42,26,"3,38",2,4,4,2,1,1,1,2,1,10,2108986950,60,58582971,2338,1503413,114198,50000,1907477,5000
888,2019-12-07,3,7,12,31,34,38,32,,3,3,3,3,2,1,0,3,0,8,2370359204,59,53567440,2453,1288414,123025,50000,1990715,5000
887,2019-11-30,8,14,17,27,36,45,10,45,3,3,3,3,1,2,1,1,1,8,2535268688,66,51217550,2388,1415561,114719,50000,1885924,5000
886,2019-11-23,19,23,28,37,42,45,2,45,1,5,4,2,0,1,2,1,2,7,2974643786,59,58820640,2140,1621691,109766,50000,1768281,5000
885,2019-11-16,1,3,24,27,39,45,31,45,2,4,5,1,2,0,2,1,1,13,1543832568,56,59731618,2279,1467737,111832,50000,1869359,5000
884,2019-11-09,4,14,23,28,37,45,17,37,2,4,3,3,1,1,2,1,1,12,1799077282,74,48623711,2207,1630338,108076,50000,1817654,5000
883,2019-11-02,9,18,32,33,37,44,22,"18,44",2,4,3,3,1,1,0,3,1,15,1360519525,65,52327675,2538,1340150,119613,50000,1924209,5000
882,2019-10-26,18,34,39,43,44,45,23,18,1,5,3,3,0,1,0,2,3,5,4127270400,44,78168000,2082,1651966,109226,50000,1839873,5000
881,2019-10-19,4,18,20,26,27,32,9,,3,3,1,5,1,2,2,1,0,8,2503212282,67,49815170,2189,1524722,116952,50000,1939849,5000
880,2019-10-12,7,17,19,23,24,45,38,,3,3,5,1,1,2,2,0,1,7,2837810465,52,63668825,2332,1419717,114994,50000,1939064,5000
879,2019-10-05,1,4,10,14,15,35,20,,5,1,3,3,3,2,0,1,0,6,3206361313,77,41641057,2594,1236069,123497,50000,1952277,5000
878,2019-09-28,2,6,11,16,25,31,3,,4,2,3,3,2,2,1,1,0,6,3207993500,69,46492660,2971,1079769,129139,50000,1994188,5000
877,2019-09-21,5,17,18,22,23,43,12,5,4,2,4,2,1,2,2,0,1,12,1716607188,75,45776192,2167,1584317,109806,50000,1867270,5000
876,2019-09-14,5,16,21,26,34,42,24,34,3,3,2,4,1,1,2,1,1,19,1090657856,59,58538134,2427,1423054,112619,50000,1856647,5000
875,2019-09-07,19,22,30,34,39,44,36,19,2,4,2,4,0,1,2,2,1,14,1415946724,33,100117446,2278,1450341,105071,50000,1726617,5000
874,2019-08-31,1,15,19,23,28,42,32,,3,3,4,2,1,2,2,0,1,18,1117123917,68,49284879,2240,1496149,110655,50000,1830269,5000
873,2019-08-24,3,5,12,13,33,39,38,33,4,2,5,1,2,2,0,2,0,10,1874553225,68,45944932,2375,1315476,123684,50000,2001910,5000
872,2019-08-17,2,4,30,32,33,43,29,"2,30",2,4,2,4,2,0,1,2,1,16,1262705579,46,73200324,2018,1668591,99681,50000,1715898,5000
871,2019-08-10,2,6,12,26,30,34,38,30,3,3,0,6,2,1,2,1,0,7,2718071358,61,51984972,2231,1421374,108666,50000,1792357,5000
870,2019-08-03,21,25,30,32,40,42,31,,1,5,2,4,0,0,3,2,1,10,1928842988,48,66973715,2033,1581279,102000,50000,1705285,5000
869,2019-07-27,2,6,20,27,37,39,4,,3,3,3,3,2,1,1,2,0,10,1922582588,56,57219720,2210,1449912,108562,50000,1814332,5000
868,2019-07-20,12,17,28,41,43,44,25,17,2,4,3,3,0,2,1,0,3,6,3233804250,61,53013185,2152,1502698,109133,50000,1789491,5000
867,2019-07-13,14,17,19,22,24,40,41,,4,2,2,4,0,3,2,1,0,5,3933755250,57,57511042,2175,1507186,109516,50000,1820552,5000
866,2019-07-06,9,15,29,34,37,39,12,15,2,4,5,1,1,1,1,3,0,9,2240409000,68,49420787,2035,1651408,104919,50000,1770017,5000
865,2019-06-29,3,15,22,32,33,45,2,3,3,3,4,2,1,1,1,2,1,13,1551729145,52,64655382,2076,1619499,104626,50000,1749234,5000
864,2019-06-22,3,7,10,13,25,36,32,,4,2,4,2,3,1,1,1,0,11,1716553637,64,49172110,2467,1275645,122913,50000,1957675,5000
863,2019-06-15,16,21,28,35,39,43,12,43,2,4,4,2,0,1,2,2,1,7,2853357322,64,52014327,2042,1630224,104949,50000,1753097,5000
862,2019-06-08,10,34,38,40,42,43,32,,1,5,1,5,1,0,0,3,2,9,2190922709,63,52164827,2042,1609395,104765,50000,1755036,5000
861,2019-06-01,11,17,19,21,22,25,24,25,5,1,5,1,0,3,3,0,0,4,4872108844,65,49970348,2256,1439749,108644,50000,1819899,5000
860,2019-05-25,4,8,18,25,27,32,42,8,3,3,2,4,2,1,2,1,0,10,1879899825,62,50534942,2339,1339533,128867,50000,1882931,5000
859,2019-05-18,8,22,35,38,39,41,24,"38,39",2,4,3,3,1,0,1,3,1,11,1853927489,51,66644453,1895,1793598,97729,50000,1678945,5000
858,2019-05-11,9,13,32,38,39,43,23,38,2,4,4,2,1,1,0,3,1,9,2202347459,41,80573688,2075,1592059,106176,50000,1789295,5000
857,2019-05-04,6,10,16,28,34,38,43,10,3,3,0,6,2,1,1,2,0,15,1284915425,62,51811106,2367,1357114,111971,50000,1833940,5000
856,2019-04-27,10,24,40,41,43,44,17,"43,44",1,5,2,4,1,0,1,1,3,5,3977927550,53,62546031,1949,1700842,104537,50000,1700369,5000
855,2019-04-20,8,15,17,19,43,44,7,43,4,2,4,2,1,3,0,0,2,9,2269510500,61,55807636,2022,1683614,102532,50000,1765328,5000
854,2019-04-13,20,25,31,32,36,43,3,,1,5,3,3,0,1,1,3,1,6,3421706750,44,77766063,1865,1834696,99152,50000,1716083,5000
853,2019-04-06,2,8,23,26,27,44,13,,2,4,2,4,2,0,3,0,1,7,2885006786,90,37398237,2018,1667910,105158,50000,1787511,5000
852,2019-03-30,11,17,28,30,33,35,9,,2,4,4,2,0,2,2,2,0,4,4801543407,67,47776552,2328,1375013,114850,50000,1876933,5000
851,2019-03-23,14,18,22,26,31,44,40,,3,3,1,5,0,2,2,1,1,8,2483692313,70,47308425,2101,1576197,106132,50000,1750048,5000
850,2019-03-16,16,20,24,28,36,39,5,39,2,4,1,5,0,2,2,2,0,6,3377587875,55,61410689,2023,1669594,101591,50000,1727367,5000
849,2019-03-09,5,13,17,29,34,39,3,39,3,3,5,1,1,2,1,2,0,17,1158252883,56,58602081,2682,1223608,113125,50000,1851371,5000
848,2019-03-02,1,2,16,22,38,39,34,16,4,2,2,4,2,1,1,2,0,7,3011580858,42,83655024,2109,1665961,103845,50000,1792259,5000
847,2019-02-23,12,16,26,28,30,42,22,30,2,4,0,6,0,2,3,0,1,8,2520846657,40,84028222,2443,1375821,114324,50000,1857205,5000
846,2019-02-16,5,18,30,41,43,45,13,45,2,4,4,2,1,1,1,0,3,13,1596884395,69,50143713,1997,1732557,106009,50000,1797728,5000
845,2019-02-09,1,16,29,33,40,45,6,"33,45",2,4,4,2,1,1,1,2,1,11,1891217182,56,61914849,2038,1701292,105790,50000,1782933,5000
844,2019-02-02,7,8,13,15,33,45,18,33,4,2,5,1,2,2,0,1,1,18,1162963542,73,47793023,2406,1450080,120078,50000,1997556,5000
843,2019-01-26,19,21,30,33,34,42,4,42,2,4,3,3,0,1,2,2,1,5,4012970100,52,64310419,2002,1670401,105717,50000,1777953,5000
842,2019-01-19,14,26,32,36,39,42,38,14,1,5,1,5,0,1,1,3,1,10,2035475025,42,80772819,2039,1663786,103190,50000,1735911,5000
841,2019-01-12,5,11,14,30,33,38,24,11,3,3,3,3,1,2,1,2,0,17,1116095714,88,35934900,2490,1269989,119648,50000,1901965,5000
840,2019-01-05,2,4,11,28,29,43,27,11,3,3,3,3,2,1,2,0,1,10,2042961788,51,66763458,2275,1496676,110586,50000,1852019,5000
839,2018-12-29,3,9,11,12,13,19,35,9,6,0,5,1,2,4,0,0,0,13,1359454904,48,61364284,2664,1105663,126227,50000,1946924,5000
838,2018-12-22,9,14,17,33,36,38,20,33,3,3,3,3,1,2,0,3,0,5,3813733050,68,46736925,2220,1431582,107897,50000,1777501,5000
837,2018-12-15,2,25,28,30,33,45,6,28,1,5,3,3,1,0,3,1,1,6,3144449125,47,66903173,2012,1562848,97334,50000,1656959,5000
836,2018-12-08,1,9,11,14,26,28,19,"9,28",4,2,3,3,2,2,2,0,0,14,1257843670,62,47338203,2230,1316130,103846,50000,1719260,5000
835,2018-12-01,9,10,13,28,38,45,35,,3,3,3,3,2,1,1,1,1,15,1233681125,58,53175911,2306,1337469,106763,50000,1767089,5000
834,2018-11-24,6,8,18,35,42,43,3,"18,42",3,3,2,4,2,1,0,1,2,11,1690693671,47,65949044,1967,1575804,99132,50000,1643491,5000
833,2018-11-17,12,18,30,39,41,42,19,,2,4,2,4,0,2,1,1,2,8,2356317282,53,59278423,1945,1615299,103152,50000,1715510,5000
832,2018-11-10,13,14,19,26,40,43,30,19,3,3,3,3,0,3,1,1,1,9,2088204584,60,52205115,2137,1465750,102312,50000,1706379,5000
831,2018-11-03,3,10,16,19,31,39,9,16,4,2,4,2,2,2,0,2,0,16,1110702258,61,48555290,2660,1113486,117332,50000,1849959,5000
830,2018-10-27,5,6,16,18,37,38,17,5,4,2,2,4,2,2,0,2,0,9,2060528750,80,38634915,2142,1442948,106206,50000,1764071,5000
829,2018-10-20,4,5,31,35,43,45,29,"4,31",2,4,5,1,2,0,0,2,2,8,2444650641,45,72434094,1837,1774379,94679,50000,1637836,5000
828,2018-10-13,4,7,13,29,31,39,18,29,3,3,5,1,2,1,1,2,0,13,1455185972,62,50853274,1968,1602085,100644,50000,1704198,5000
827,2018-10-06,5,11,12,29,33,44,14,33,3,3,4,2,1,2,1,1,1,15,1206500375,46,65570673,2113,1427474,106164,50000,1761371,5000
826,2018-09-29,13,16,24,25,33,36,42,33,2,4,3,3,0,2,2,2,0,9,2075192084,47,66229535,2232,1394619,108626,50000,1755153,5000
825,2018-09-22,8,15,21,31,33,38,42,38,3,3,4,2,1,1,1,3,0,12,1658710563,53,62592852,2249,1475065,113070,50000,1850484,5000
824,2018-09-15,7,9,24,29,34,38,26,24,2,4,3,3,2,0,2,2,0,15,1256646550,51,61600322,2106,1491746,105359,50000,1745566,5000
823,2018-09-08,12,18,24,26,39,40,15,"18,24",2,4,1,5,0,2,2,2,0,9,2009843917,61,49422392,2348,1283972,112065,50000,1795737,5000
822,2018-09-01,9,18,20,24,27,36,12,24,3,3,2,4,1,2,2,1,0,3,5930898625,79,37537334,2153,1377357,108789,50000,1735565,5000
821,2018-08-25,1,12,13,24,29,44,16,,3,3,3,3,1,2,2,0,1,14,1316155956,55,55836920,2100,1462396,101082,50000,1687355,5000
820,2018-08-18,10,21,22,30,35,42,6,,3,3,2,4,1,0,3,1,1,4,4627313532,60,51414595,1987,1552530,99433,50000,1644326,5000
819,2018-08-11,16,25,33,38,40,45,15,25,1,5,3,3,0,1,1,3,1,7,2594534840,49,61774640,1981,1527995,97667,50000,1638089,5000
818,2018-08-04,14,15,25,28,29,30,3,25,2,4,3,3,0,2,4,0,0,13,1380804318,39,76711351,1845,1621541,90205,50000,1490497,5000
817,2018-07-28,3,9,12,13,25,43,34,12,4,2,5,1,2,2,1,0,1,9,1868477334,54,51902149,2068,1355279,105276,50000,1718171,5000
816,2018-07-21,12,18,19,29,31,39,7,,3,3,4,2,0,3,1,2,0,8,2128107938,67,42350407,2064,1374747,102402,50000,1675799,5000
815,2018-07-14,17,21,25,26,27,36,4,21,2,4,4,2,0,1,4,1,0,7,2579855358,39,77175161,1703,1767371,92977,50000,1596140,5000
814,2018-07-07,2,21,28,38,42,45,30,42,2,4,2,4,1,0,2,1,2,6,3067192063,52,58984463,1833,1673319,93837,50000,1585777,5000
813,2018-06-30,11,30,34,35,42,44,27,,1,5,2,4,0,1,1,2,2,4,4591763157,43,71190127,1800,1700654,89323,50000,1548384,5000
812,2018-06-23,1,3,12,14,16,43,10,,5,1,3,3,2,3,0,0,1,6,2947954750,68,43352276,1976,1491880,100498,50000,1693074,5000
811,2018-06-16,8,11,19,21,36,45,25,21,4,2,4,2,1,2,1,1,1,7,2524148197,49,60098767,2151,1369057,104155,50000,1703788,5000
810,2018-06-09,5,10,13,21,39,43,11,,4,2,5,1,2,1,1,1,1,8,2231598047,64,46491626,2053,1449325,100608,50000,1672013,5000
809,2018-06-02,6,11,15,17,23,40,39,15,4,2,4,2,1,3,1,1,0,6,2921372750,56,52167371,2179,1340695,104350,50000,1703714,5000
808,2018-05-26,15,21,31,32,41,43,24,,2,4,5,1,0,1,1,2,2,6,3087620500,46,67122185,1962,1573711,95319,50000,1597761,5000
807,2018-05-19,6,10,18,25,34,35,33,,3,3,2,4,2,1,1,2,0,7,2437662322,59,48202363,2319,1226365,108300,50000,1749855,5000
806,2018-05-12,14,20,23,31,37,38,27,31,2,4,3,3,0,2,1,3,0,7,2640760875,57,54050662,1850,1665345,91180,50000,1561838,5000
805,2018-05-05,3,12,13,18,31,32,42,"13,32",4,2,3,3,1,3,0,2,0,4,4266061969,53,53661157,2075,1370623,105602,50000,1700112,5000
804,2018-04-28,1,10,13,26,32,36,9,26,3,3,2,4,2,1,1,2,0,11,1631996523,49,61061095,2048,1460935,100907,50000,1659443,5000
803,2018-04-21,5,9,14,26,30,43,2,,3,3,3,3,2,1,2,0,1,5,3663810225,50,61063504,2094,1458059,102413,50000,1657869,5000
802,2018-04-14,10,11,12,18,24,42,27,,4,2,1,5,1,3,1,0,1,16,1082947993,67,43102408,2207,1308501,107980,50000,1814300,5000
801,2018-04-07,17,25,28,37,43,44,2,28,1,5,4,2,0,1,2,1,2,8,2256786657,51,59000959,1999,1505278,97006,50000,1618941,5000
800,2018-03-31,1,4,10,12,28,45,26,"12,45",4,2,2,4,3,1,1,0,1,11,1632246205,51,58675518,2179,1373315,110956,50000,1801924,5000
799,2018-03-24,12,17,23,34,42,45,33,,2,4,3,3,0,2,1,1,2,10,1826427225,56,54357954,2242,1357737,107519,50000,1725236,5000
798,2018-03-17,2,10,14,22,32,36,41,"22,32",4,2,0,6,2,1,1,2,0,7,2710791911,60,52709843,2124,1488979,98988,50000,1653851,5000
797,2018-03-10,5,22,31,32,39,45,36,,2,4,4,2,1,0,1,3,1,8,2397028125,34,94001103,1868,1710941,97900,50000,1641334,5000
796,2018-03-03,1,21,26,36,40,41,5,26,2,4,3,3,1,0,2,2,1,7,2763490340,46,70088524,1921,1678331,96701,50000,1643069,5000
795,2018-02-24,3,10,13,26,34,38,36,38,3,3,2,4,2,1,1,2,0,11,1714977000,62,50711686,2423,1297617,111043,50000,1825105,5000
794,2018-02-17,6,7,18,19,30,38,13,38,4,2,2,4,2,2,1,1,0,7,2650940304,45,68728082,2607,1186331,116809,50000,1877646,5000
