Draw,Date,Winning Number 1,2,3,4,5,6,Bonus Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize
431,2011-03-05,18,22,25,31,38,45,6,18,2,4,3,3,0,1,2,2,1,10,1268434013,43,49164110,1337,1581195,66865,50000,1115054,5000
430,2011-02-26,1,3,16,18,30,34,44,"3,34",4,2,2,4,2,2,1,1,0,8,1611763219,45,47755948,1449,1483104,70039,50000,1180669,5000
429,2011-02-19,3,23,28,34,39,42,16,,1,5,3,3,1,0,2,2,1,9,1485904709,37,60239381,1389,1604649,68256,50000,1150652,5000
428,2011-02-12,12,16,19,22,37,40,8,,4,2,2,4,0,3,1,2,0,9,1437683209,30,71884161,1568,1375335,76003,50000,1258031,5000
427,2011-02-05,6,7,15,24,28,30,21,,3,3,2,4,2,1,3,0,0,1,12571445625,33,63492150,1415,1480736,71400,50000,1184720,5000
426,2011-01-29,4,17,18,27,39,43,19,27,3,3,4,2,1,2,1,1,1,4,3057233625,63,32351679,1463,1393135,71102,50000,1174590,5000
425,2011-01-22,8,10,14,27,33,38,3,10,3,3,2,4,2,1,1,2,0,8,1534833000,41,49913269,1297,1577829,66071,50000,1110949,5000
424,2011-01-15,10,11,26,31,34,44,30,,2,4,2,4,1,1,1,2,1,10,1109480813,51,36257543,1686,1096759,75456,50000,1159669,5000
423,2011-01-08,1,17,27,28,29,40,5,,2,4,4,2,1,1,3,1,0,3,3896153875,47,41448446,1432,1360389,69948,50000,1150428,5000
422,2011-01-01,8,15,19,21,34,44,12,44,4,2,3,3,1,2,1,1,1,6,2205251375,21,105011971,1293,1705531,64044,50000,1104218,5000
421,2010-12-25,6,11,26,27,28,44,30,,2,4,2,4,1,1,3,0,1,5,2321144325,36,53730193,1203,1607887,62947,50000,1050873,5000
420,2010-12-18,4,9,10,29,31,34,27,,3,3,3,3,3,0,1,2,0,8,1424856375,35,54280243,1187,1600513,62929,50000,1065564,5000
419,2010-12-11,2,11,13,14,28,30,7,"11,13,28",4,2,2,4,1,3,2,0,0,3,3796490750,33,57522588,1194,1589821,60100,50000,1012637,5000
418,2010-12-04,11,13,15,26,28,34,31,,3,3,3,3,0,3,2,1,0,8,1435649766,46,41613037,1316,1454560,61748,50000,1025606,5000
417,2010-11-27,4,5,14,20,22,43,44,"5,22",5,1,2,4,2,2,1,0,1,4,2818329938,34,55261372,1181,1590929,58879,50000,1001817,5000
416,2010-11-20,5,6,8,11,22,26,44,26,5,1,2,4,3,1,2,0,0,10,1072037100,32,55835266,1501,1190359,70470,50000,1122015,5000
415,2010-11-13,7,17,20,26,30,40,24,,3,3,2,4,1,2,2,1,0,8,1334182407,35,50825997,1587,1120927,71409,50000,1114259,5000
414,2010-11-06,2,14,15,22,23,44,43,"2,15,23",4,2,2,4,1,2,2,0,1,1,11703832500,35,55732536,1220,1598885,58726,50000,982817,5000
413,2010-10-30,2,9,15,23,34,40,3,,3,3,3,3,2,1,1,2,0,4,2814673500,36,52123584,1256,1493989,62797,50000,1062284,5000
412,2010-10-23,4,7,39,41,42,45,40,39,2,4,4,2,2,0,0,1,3,7,1656199822,34,56830387,1223,1579913,59882,50000,1016225,5000
411,2010-10-16,11,14,22,35,37,39,5,,3,3,4,2,0,2,1,3,0,12,953227563,36,52957087,1318,1446476,63403,50000,1041554,5000
410,2010-10-09,1,3,18,32,40,41,16,"32,40",3,3,3,3,2,1,0,2,1,9,1249335709,37,50648745,1303,1438223,65942,50000,1088956,5000
409,2010-10-02,6,9,21,31,32,40,38,"9,21",3,3,3,3,2,0,1,3,0,4,2896989750,36,53647959,1320,1463127,64123,50000,1061106,5000
408,2010-09-25,9,20,21,22,30,37,16,,4,2,3,3,1,1,3,1,0,5,2235375825,33,56448885,1244,1497439,62101,50000,1039160,5000
407,2010-09-18,6,7,13,16,24,25,1,"7,24",4,2,3,3,2,2,2,0,0,7,1649707286,27,71283649,1268,1517870,65481,50000,1108695,5000
406,2010-09-11,7,12,21,24,27,36,45,,3,3,3,3,1,1,3,1,0,5,2156142450,33,54448042,1442,1246038,66604,50000,1065324,5000
405,2010-09-04,1,2,10,25,26,44,4,,3,3,2,4,3,0,2,0,1,3,3543878000,35,50626829,1283,1381091,63080,50000,1056188,5000
404,2010-08-28,5,20,21,24,33,40,36,24,3,3,3,3,1,1,2,2,0,3,3566659375,26,68589604,1273,1400888,63559,50000,1050065,5000
403,2010-08-21,10,14,22,24,28,37,26,22,3,3,1,5,1,1,3,1,0,5,2122396875,43,41131723,1321,1338883,63122,50000,1030051,5000
402,2010-08-14,5,9,15,19,22,36,32,,5,1,4,2,2,2,1,1,0,4,2662206188,41,43287906,1271,1396385,62656,50000,1034048,5000
401,2010-08-07,6,12,18,31,38,43,9,43,3,3,2,4,1,2,0,2,1,9,1168214792,29,60424904,1355,1293227,59599,50000,949491,5000
400,2010-07-31,9,21,27,34,41,43,2,9,2,4,5,1,1,0,2,1,2,4,2669834325,30,59329652,1254,1419370,59141,60192,978194,5000
399,2010-07-24,1,2,9,17,19,42,20,42,5,1,4,2,3,2,0,0,1,8,1276854975,40,42561833,1462,1164483,76998,44222,1150232,5000
398,2010-07-17,10,15,20,23,42,44,7,,3,3,2,4,1,2,1,0,2,4,2680625550,31,57647862,1112,1607090,57405,62263,968563,5000
397,2010-07-10,12,13,17,22,25,33,8,,4,2,4,2,0,3,2,1,0,3,3499519700,31,56443867,1366,1280937,66958,52265,1089481,5000
396,2010-07-03,18,20,31,34,40,45,30,"20,31",2,4,2,4,0,2,0,3,1,2,5296622400,34,51927671,1202,1468836,61586,57336,1015292,5000
395,2010-06-26,11,15,20,26,31,35,7,20,3,3,4,2,0,3,1,2,0,7,1534635000,42,42628750,1420,1260851,64267,55718,1038443,5000
394,2010-06-19,1,13,20,22,25,28,15,28,4,2,3,3,1,2,3,0,0,1,10654349100,33,53809844,1204,1474855,56300,63081,967784,5000
393,2010-06-12,9,16,28,40,41,43,21,,2,4,3,3,1,1,1,1,2,8,1362003975,35,51885866,1072,1694035,55951,64915,966901,5000
392,2010-06-05,1,3,7,8,24,42,43,,4,2,3,3,4,0,1,0,1,6,1713528700,30,57117624,1504,1139315,73927,46358,1125811,5000
391,2010-05-29,10,11,18,22,28,39,30,"28,39",4,2,2,4,1,2,2,1,0,1,10508749800,32,54733072,1337,1309992,60803,57611,1013235,5000
390,2010-05-22,16,17,28,37,39,40,15,16,2,4,3,3,0,2,1,3,0,1,10373997900,37,46729721,1087,1590617,55834,61934,960968,5000
389,2010-05-15,7,16,18,20,23,26,3,,4,2,2,4,1,3,2,0,0,5,2119027020,36,49051552,1253,1409303,60800,58088,1021691,5000
388,2010-05-08,1,8,9,17,29,32,45,1,4,2,4,2,3,1,1,1,0,4,2545543875,30,56567642,1269,1337297,61475,55211,1036812,5000
387,2010-05-01,1,26,31,34,40,43,20,"31,40",1,5,3,3,1,0,1,3,1,4,2675533500,26,68603424,1177,1515454,58115,61385,978618,5000
386,2010-04-24,4,7,10,19,31,40,26,"7,19",4,2,3,3,3,1,0,2,0,10,1042953330,59,29461959,1683,1032832,72203,48150,1114222,5000
385,2010-04-17,7,12,19,21,29,32,9,32,4,2,4,2,1,2,2,1,0,7,1542032700,36,49973282,1235,1456712,62096,57944,1026272,5000
384,2010-04-10,11,22,24,32,36,38,7,,2,4,1,5,0,1,2,3,0,3,3658734200,41,44618710,1215,1505652,62090,58927,1030160,5000
383,2010-04-03,4,15,28,33,37,40,25,15,2,4,3,3,1,1,1,3,0,3,3596522100,28,64223609,1251,1437459,60525,59423,1010183,5000
382,2010-03-27,10,15,22,24,27,42,19,10,3,3,2,4,1,1,3,0,1,6,1846674900,32,57708591,1212,1523660,62267,59315,1046779,5000
381,2010-03-20,1,5,10,12,16,20,11,1,6,0,2,4,3,3,0,0,0,19,565738895,62,28895267,1981,904345,82120,43632,1211298,5000
380,2010-03-13,1,2,8,17,26,37,27,,4,2,3,3,3,1,1,1,0,4,2684274825,42,42607537,1464,1222348,77583,46132,1137404,5000
379,2010-03-06,6,10,22,31,35,40,19,"22,31",3,3,2,4,2,0,1,3,0,7,1598999786,71,26274645,1342,1390090,62084,60096,1022769,5000
378,2010-02-27,5,22,29,31,34,39,43,"22,29",2,4,4,2,1,0,2,3,0,5,2317698240,30,64380507,1124,1718341,59742,64659,1023866,5000
377,2010-02-20,6,22,29,37,43,45,23,,2,4,4,2,1,0,2,1,2,3,3912085400,22,88911032,1198,1632757,58733,66608,1009758,5000
376,2010-02-13,1,11,13,24,28,40,7,,3,3,3,3,1,2,2,1,0,6,1956915800,51,38370899,1411,1386900,69450,56355,1151878,5000
375,2010-02-06,4,8,19,25,27,45,7,25,3,3,4,2,2,1,2,0,1,7,1581284058,42,43924558,1279,1473676,64951,56807,1096831,5000
374,2010-01-30,11,13,15,17,25,34,26,15,4,2,5,1,0,4,1,1,0,2,5528717850,27,68255776,1398,1318245,69786,52816,1122320,5000
373,2010-01-23,15,26,37,42,43,45,9,,1,5,4,2,0,1,1,1,3,4,2791801125,29,64179337,1117,1666250,57659,64559,987105,5000
372,2010-01-16,8,11,14,16,18,21,13,,6,0,2,4,1,4,1,0,0,9,1192593200,37,48348373,1368,1307668,62564,57186,1038927,5000
371,2010-01-09,7,9,15,26,27,42,18,42,3,3,4,2,2,1,2,0,1,7,1524130543,29,61315597,1201,1480560,62102,57266,1028012,5000
370,2010-01-02,16,18,24,42,44,45,17,,2,4,1,5,0,2,1,0,3,7,1678941943,32,61211425,1168,1677026,60549,64701,1058734,5000
369,2009-12-26,17,20,35,36,41,43,21,,2,4,4,2,0,2,0,2,2,6,1842177750,31,59425089,1157,1592203,59383,62044,987272,5000
368,2009-12-19,11,21,24,30,39,45,26,,2,4,4,2,0,1,3,1,1,7,1465825115,38,45003403,1195,1431071,57581,59400,954346,5000
367,2009-12-12,3,22,25,29,32,44,19,44,2,4,3,3,1,0,3,1,1,7,1581736586,37,49874578,1049,1759161,55158,66912,955212,5000
366,2009-12-05,5,12,19,26,27,44,38,"5,26",3,3,3,3,1,2,2,0,1,2,5351553900,39,45739777,1617,1103186,71467,49921,1028514,5000
365,2009-11-28,5,15,21,25,26,30,31,5,3,3,4,2,1,1,4,0,0,1,10697716800,35,50941509,1181,1509698,62472,57081,1014701,5000
364,2009-11-21,2,5,7,14,16,40,4,14,5,1,2,4,3,2,0,1,0,4,2531914800,37,45620087,1259,1340702,63195,53421,1043314,5000
363,2009-11-14,11,12,14,21,32,38,6,,4,2,2,4,0,3,1,2,0,4,2615910600,33,52846679,1216,1434162,59672,58451,998514,5000
362,2009-11-07,2,3,22,27,30,40,29,27,3,3,2,4,2,0,3,1,0,6,1729424650,26,66516333,1173,1474361,56798,60898,974787,5000
361,2009-10-31,5,10,16,24,27,35,33,"16,35",3,3,3,3,2,1,2,1,0,7,1473115115,34,50548068,1463,1174733,67347,51039,1068999,5000
360,2009-10-24,4,16,23,25,35,40,27,40,2,4,3,3,1,1,2,2,0,3,3566716200,33,54041155,1208,1476290,60311,59139,1005187,5000
359,2009-10-17,1,10,19,20,24,40,23,"1,10,40",4,2,2,4,2,2,1,1,0,8,1286712600,37,46368022,1656,1036001,73283,46822,1097592,5000
358,2009-10-10,1,9,10,12,21,40,37,"10,21",5,1,3,3,3,1,1,1,0,3,3472654900,44,39461988,1382,1256388,68247,50884,1092528,5000
357,2009-10-03,10,14,18,21,36,37,5,14,4,2,2,4,1,2,1,2,0,2,5313394350,27,65597462,1116,1587036,56547,62643,980978,5000
356,2009-09-26,2,8,14,25,29,45,24,"8,29",3,3,3,3,2,1,2,0,1,9,1157185267,37,46912917,1263,1374330,61162,56761,996940,5000
355,2009-09-19,5,8,29,30,35,44,38,44,2,4,3,3,2,0,2,1,1,5,2145424800,24,74493917,1094,1634236,54130,66058,925997,5000
354,2009-09-12,14,19,36,43,44,45,1,"19,36",2,4,3,3,0,2,0,1,3,5,2124464340,34,52070205,1014,1745944,54318,65187,930195,5000
353,2009-09-05,11,16,19,22,29,36,26,16,4,2,3,3,0,3,2,1,0,2,5290838250,29,60814233,1042,1692527,54217,65058,928067,5000
352,2009-08-29,5,16,17,20,26,41,24,5,4,2,3,3,1,3,1,0,1,6,1732858250,29,59753733,1166,1486157,58931,58810,1006238,5000
351,2009-08-22,5,25,27,29,34,36,33,29,1,5,4,2,1,0,3,2,0,4,2583357150,29,59387521,1137,1514722,55472,62094,950273,5000
350,2009-08-15,1,8,18,24,29,33,35,24,3,3,3,3,2,1,2,1,0,9,1101052467,23,71807770,1197,1379765,57420,57527,964952,5000
349,2009-08-08,5,13,14,20,24,25,36,"14,20,24",4,2,3,3,1,3,2,0,0,3,3353209000,37,45313636,1168,1435450,59338,56511,990178,5000
348,2009-08-01,3,14,17,20,24,31,34,3,4,2,3,3,1,3,1,1,0,3,3299994000,37,44594514,1222,1350244,65694,50233,978637,5000
347,2009-07-25,3,8,13,27,32,42,10,13,3,3,3,3,2,1,1,1,1,7,1456624286,38,44720922,1399,1214722,63761,53306,1023184,5000
346,2009-07-18,5,13,14,22,44,45,33,,4,2,3,3,1,2,1,0,2,5,2017727340,26,64670749,1146,1467225,54509,61695,923360,5000
345,2009-07-11,15,20,23,29,39,42,2,15,2,4,4,2,0,2,2,1,1,2,5203577550,38,45645418,1028,1687282,50722,68394,884042,5000
344,2009-07-04,1,2,15,28,34,45,38,1,3,3,3,3,2,1,1,1,1,7,1467106543,23,74418448,1106,1547581,56496,60593,960640,5000
343,2009-06-27,1,10,17,29,31,43,15,"1,43",3,3,5,1,2,1,1,1,1,6,1717153000,29,59212173,1096,1566746,53794,63842,931340,5000
342,2009-06-20,1,13,14,33,34,43,25,"1,34,43",3,3,4,2,1,2,0,2,1,3,3454095800,29,59553376,1177,1467331,56149,61517,924123,5000
341,2009-06-13,1,8,19,34,39,43,41,34,3,3,4,2,2,1,0,2,1,7,1497207772,33,52931588,1235,1414367,58756,59458,978760,5000
340,2009-06-06,18,24,26,29,34,38,32,,1,5,1,5,0,1,3,2,0,7,1439393186,35,47979773,1125,1492705,56209,59752,930628,5000
339,2009-05-30,6,8,14,21,30,37,45,,4,2,2,4,2,1,2,1,0,9,1096778334,32,51411485,1107,1486150,54545,60324,913229,5000
338,2009-05-23,2,13,34,38,42,45,16,,2,4,2,4,1,1,0,2,2,3,3383431000,39,43377321,1123,1506426,54492,62091,930171,5000
337,2009-05-16,1,5,14,18,32,37,4,5,4,2,3,3,2,2,0,2,0,8,1257500513,33,50808102,1194,1404245,59392,56462,989912,5000
336,2009-05-09,3,5,20,34,35,44,16,5,3,3,3,3,2,1,0,2,1,6,1685632650,30,56187755,989,1704381,54887,61422,935668,5000
335,2009-05-02,5,9,16,23,26,45,21,,3,3,4,2,2,1,2,0,1,5,2037492480,28,60639658,1222,1389453,60578,56057,1001927,5000
334,2009-04-25,13,15,21,29,39,43,33,"39,43",3,3,6,0,0,2,2,1,1,7,1523002972,31,57317317,1055,1684206,52311,67934,890292,5000
333,2009-04-18,5,14,27,30,39,43,35,,2,4,4,2,1,1,2,1,1,7,1550987143,36,50263473,1365,1325631,59991,60326,982937,5000
332,2009-04-11,16,17,34,36,42,45,3,,2,4,2,4,0,2,0,2,2,8,1359448388,37,48989132,1098,1650818,59833,60589,979060,5000
331,2009-04-04,4,9,14,26,31,44,39,4,3,3,2,4,2,1,1,1,1,5,2165902620,45,40109308,1365,1322285,64617,55866,1054309,5000
330,2009-03-28,3,4,16,17,19,20,23,"17,19",6,0,3,3,2,4,0,0,0,9,1162280200,32,54481885,1431,1218324,69225,50370,1099109,5000
329,2009-03-21,9,17,19,30,35,42,4,"9,17",3,3,4,2,1,2,1,1,1,6,1830391200,33,55466400,1215,1506495,62711,58376,1059068,5000
328,2009-03-14,1,6,9,16,17,28,24,"6,17",5,1,3,3,3,2,1,0,0,6,1819795900,30,60659864,1380,1318693,66590,54657,1092107,5000
327,2009-03-07,6,12,13,17,32,44,24,,4,2,2,4,1,3,0,1,1,12,882674750,39,45265372,1242,1421377,63599,55515,1048457,5000
326,2009-02-28,16,23,25,33,36,39,40,,1,5,4,2,0,1,2,3,0,6,1832134550,31,59101115,1335,1372386,64087,57177,1058186,5000
325,2009-02-21,7,17,20,32,44,45,33,,3,3,3,3,1,2,0,1,2,6,1806122450,33,54730984,1258,1435710,62629,57677,1051453,5000
324,2009-02-14,2,4,21,25,33,36,17,36,3,3,3,3,2,0,2,2,0,6,1865130350,40,46628259,1228,1518836,62473,59710,1068571,5000
323,2009-02-07,10,14,15,32,36,42,3,32,3,3,1,5,1,2,0,2,1,8,1461025388,27,72149402,1175,1657902,60796,64085,1024880,5000
322,2009-01-31,9,18,29,32,38,43,20,18,2,4,3,3,1,1,1,2,1,6,1904544700,29,65673956,1465,1300031,67829,56158,1085740,5000
321,2009-01-24,12,18,20,21,25,34,42,25,4,2,2,4,0,3,2,1,0,6,1959136100,35,55975318,1276,1535374,68791,56960,1143526,5000
320,2009-01-17,16,19,23,25,41,45,3,,2,4,5,1,0,2,2,0,2,2,5513067900,25,73507572,1081,1699991,57061,64412,990610,5000
319,2009-01-10,5,8,22,28,33,42,37,,3,3,2,4,2,0,2,1,1,5,2135659380,26,68450622,1151,1546235,59490,59833,984086,5000
318,2009-01-03,2,17,19,20,34,45,21,,4,2,3,3,1,3,0,1,1,9,1207436600,28,64684104,1381,1311481,64077,56531,1044063,5000
317,2008-12-27,3,10,11,22,36,39,8,"10,11,39",4,2,3,3,2,1,1,2,0,4,2576258550,25,68700228,1132,1517232,57565,59672,978500,5000
316,2008-12-20,10,11,21,27,31,39,43,,3,3,5,1,1,1,2,2,0,6,1673586400,29,57709876,1398,1197130,68356,48967,1060204,5000
315,2008-12-13,1,13,33,35,43,45,23,,2,4,6,0,1,1,0,2,2,8,1308728625,32,54530360,1063,1641554,56207,62091,943975,5000
314,2008-12-06,15,17,19,34,38,41,2,"17,34",3,3,4,2,0,3,0,2,1,6,1660512200,24,69188009,1067,1556244,54892,60502,911785,5000
313,2008-11-29,9,17,34,35,43,45,2,,2,4,5,1,1,1,0,2,2,6,1715422800,26,65977800,1120,1531628,55743,61548,936364,5000
312,2008-11-22,2,3,5,6,12,20,25,12,6,0,2,4,4,2,0,0,0,15,629017820,58,27112838,2064,761892,91934,34211,1080450,5000
311,2008-11-15,4,12,24,27,28,32,10,28,2,4,1,5,1,1,3,1,0,8,1237691063,43,38378018,1363,1210752,64780,50950,1020412,5000
310,2008-11-08,1,5,19,28,34,41,16,"1,5",3,3,4,2,2,1,1,1,1,8,1296713325,29,59619004,1086,1592036,53956,64088,913906,5000
309,2008-11-01,1,2,5,11,18,36,22,,5,1,3,3,3,2,0,1,0,11,901622946,25,66119016,1390,1189191,69125,47826,1109802,5000
308,2008-10-25,14,15,17,19,37,45,40,"15,45",4,2,5,1,0,4,0,1,1,1,10232872800,27,63165882,978,1743844,53749,63461,922984,5000
307,2008-10-18,5,15,21,23,25,45,12,23,3,3,6,0,1,1,3,0,1,4,2587643250,28,61610554,1177,1465672,59400,58085,937908,5000
306,2008-10-11,4,18,23,30,34,41,19,"18,23",2,4,2,4,1,1,2,1,1,5,2102669520,23,76183679,1219,1437428,56687,61822,937697,5000
305,2008-10-04,7,8,18,21,23,39,9,,4,2,4,2,2,1,2,1,0,5,2008210140,34,49220837,1377,1215330,66162,50589,1049049,5000
304,2008-09-27,4,10,16,26,33,41,38,,3,3,2,4,2,1,1,1,1,6,1661646150,37,44909356,1426,1165250,62096,53519,992573,5000
303,2008-09-20,2,14,17,30,38,45,43,38,3,3,2,4,1,2,1,1,1,6,1672749000,29,57681000,1158,1444516,56266,59459,938678,5000
302,2008-09-13,13,19,20,32,38,42,4,13,3,3,2,4,0,3,0,2,1,2,5472167250,44,41455813,1134,1608515,59455,61360,990149,5000
301,2008-09-06,7,11,13,33,37,43,26,7,3,3,6,0,1,2,0,2,1,7,1447385015,47,35927997,1271,1328573,65756,51361,1060486,5000
300,2008-08-30,7,9,10,12,26,38,39,,4,2,2,4,3,1,1,1,0,12,836092425,34,49181908,1416,1180922,70193,47646,1102135,5000
299,2008-08-23,1,3,20,25,36,45,24,,3,3,4,2,2,1,1,1,1,7,1483772529,29,59691999,1118,1548362,58114,59575,984255,5000
298,2008-08-16,5,9,27,29,37,40,19,,2,4,5,1,2,0,2,2,0,1,9909778500,40,41290744,1353,1220717,63561,51970,1011908,5000
297,2008-08-09,6,11,19,20,28,32,34,,4,2,2,4,1,3,1,1,0,2,5056668750,28,60198438,1275,1322005,61258,55032,993035,5000
296,2008-08-02,3,8,15,27,30,45,44,,3,3,4,2,2,1,2,0,1,8,3066088275,53,46243415,2066,1186303,89945,54498,1435988,5000
295,2008-07-26,1,4,12,16,18,38,8,38,5,1,1,5,2,3,0,1,0,0,0,26,62969875,1013,1616207,55376,59131,950380,5000
294,2008-07-19,6,10,17,30,37,38,40,17,3,3,2,4,2,1,1,2,0,4,2406504975,26,61705256,1137,1411027,56795,56496,947708,5000
293,2008-07-12,1,9,17,21,29,33,24,"17,33",4,2,6,0,2,1,2,1,0,6,1656764400,21,78893543,1154,1435672,61059,54268,926442,5000
292,2008-07-05,17,18,31,32,33,34,10,18,2,4,3,3,0,2,0,4,0,14,720373950,37,45428988,1688,995778,66893,50256,977718,5000
291,2008-06-28,3,7,8,18,20,42,45,"8,18",5,1,2,4,3,2,0,0,1,7,1450585200,39,43393575,1227,1379258,62513,54144,1029643,5000
290,2008-06-21,8,13,18,32,39,45,7,,3,3,3,3,1,2,0,2,1,13,2149214424,61,51251650,2297,1361059,106752,58573,1783529,5000
289,2008-06-14,3,14,33,37,38,42,10,,2,4,3,3,1,1,0,3,1,0,0,24,63761694,1019,1501748,52281,58541,880103,5000
288,2008-06-07,1,12,17,28,35,41,10,"12,35",3,3,4,2,1,2,1,1,1,4,2357261550,24,65479488,1056,1488171,50246,62553,853998,5000
287,2008-05-31,6,12,24,27,35,37,41,,2,4,3,3,1,1,2,2,0,7,1328657100,37,41894594,1330,1165489,60597,51161,962149,5000
286,2008-05-24,1,15,19,40,42,44,17,40,3,3,3,3,1,2,0,1,2,3,3236566300,27,59936413,1033,1566586,48857,66246,857882,5000
285,2008-05-17,13,33,37,40,41,45,2,45,1,5,5,1,0,1,0,3,2,3,3164370100,26,60853272,1017,1555738,51283,61705,872117,5000
284,2008-05-10,2,7,15,24,30,45,28,45,3,3,3,3,2,1,2,0,1,3,3117640300,14,111344297,955,1632273,50537,61691,859700,5000
283,2008-05-03,6,8,18,31,38,45,42,"18,31",3,3,2,4,2,1,0,2,1,3,3137224600,24,65358846,1061,1478429,52989,59206,876107,5000
282,2008-04-26,2,5,10,18,31,32,30,,4,2,2,4,3,1,0,2,0,7,1322052643,32,48199836,1523,1012735,66297,46530,1020328,5000
281,2008-04-19,1,3,4,6,14,41,12,,5,1,3,3,4,1,0,0,1,6,1554683200,37,42018465,1491,1042712,74543,41713,970685,5000
280,2008-04-12,10,11,23,24,36,37,35,"36,37",2,4,3,3,1,1,2,2,0,7,1355258529,27,58560554,1145,1380904,53915,58653,905130,5000
279,2008-04-05,7,16,31,36,37,38,11,37,2,4,3,3,1,1,0,4,0,5,1914205320,27,59080412,1088,1466150,55421,57566,922712,5000
278,2008-03-29,3,11,37,39,41,43,13,,2,4,6,0,1,1,0,2,2,3,3186530000,27,59009815,1089,1463054,55643,57268,922288,5000
277,2008-03-22,10,12,13,15,25,29,20,15,4,2,4,2,1,3,2,0,0,3,3272627800,31,52784320,1104,1482169,55271,59211,914243,5000
276,2008-03-15,4,15,21,33,39,41,25,,3,3,5,1,1,1,1,2,1,3,3312569000,31,53428533,1161,1426602,59894,55308,944192,5000
275,2008-03-08,14,19,20,35,38,40,26,"14,35",3,3,2,4,0,3,0,3,0,1,10044066900,19,88105850,991,1689215,51657,64813,884959,5000
274,2008-03-01,13,14,15,26,35,39,25,,3,3,4,2,0,3,1,2,0,4,2505085575,37,45136678,1254,1331784,57315,58277,923057,5000
273,2008-02-23,1,8,24,31,34,44,6,,2,4,2,4,2,0,1,2,1,3,3339543100,21,79512931,1096,1523515,56192,59431,942078,5000
272,2008-02-16,7,9,12,27,39,43,28,"9,27",3,3,5,1,2,1,1,1,1,9,1104622800,39,42485493,1370,1209442,63219,52419,1017199,5000
271,2008-02-09,3,8,9,27,29,40,36,9,3,3,4,2,3,0,2,1,0,6,1565918150,28,55925649,1256,1246751,59418,52709,956127,5000
270,2008-02-02,5,9,12,20,21,26,27,"5,20",5,1,3,3,2,2,2,0,0,5,1927830060,32,50203908,1242,1293499,59807,53724,971485,5000
269,2008-01-26,5,18,20,36,42,43,32,,3,3,2,4,1,2,0,1,2,5,1961399940,22,74295453,1014,1611933,50514,64715,866762,5000
268,2008-01-19,3,10,19,24,32,45,12,24,3,3,3,3,2,1,1,1,1,7,1350954515,35,45031818,1362,1157206,61857,50960,969153,5000
267,2008-01-12,7,8,24,34,36,41,1,,2,4,2,4,2,0,1,2,1,3,3257663300,28,58172559,1141,1427548,55101,59122,925922,5000
266,2008-01-05,3,4,9,11,22,42,37,,5,1,3,3,3,1,1,0,1,3,3207211700,36,44544607,1194,1343054,58820,54526,986495,5000
